id_propiedad,zona,anillo_vial,estrato_socioeconomico,latitud,longitud,distancia_centro_km,distancia_av_banzer_km,tipo_propiedad,superficie_total_m2,superficie_construida_m2,habitaciones,banos,pisos,garage_vehiculos,antiguedad_anos,estado_conservacion,material_construccion,orientacion,tiene_piscina,tiene_jardin,amueblado,tiene_ascensor,seguridad_24h,precio_m2_usd,precio_total_usd,precio_total_bs,fecha_publicacion,disponible
SC-05034,Av. Paurito,5,Medio-Bajo,-17.810742,-63.213767,6.44,8.96,Casa,198,122,5,2,1,1,17,Malo,Adobe,Sur,0,0,1,0,0,158.82,19500.0,135700.0,2022-04-16,1
SC-05035,Plan 3000,4,Bajo,-17.813762,-63.131423,8.76,9.3,Departamento,99,96,4,1,1,1,16,Malo,Hormigón armado,Suroeste,0,0,0,1,0,165.92,15400.0,107200.0,2024-05-04,1
SC-05036,Hamacas,2,Alto-Medio,-17.733552,-63.199244,7.31,0.39,Terreno,352,0,0,0,0,0,0,Regular,Hormigón armado,Suroeste,0,0,0,0,1,314.4,107000.0,744700.0,2023-06-08,0
SC-05037,Beni (zona norte),3,Medio-Alto,-17.762109,-63.168232,3.77,3.56,Casa,215,165,6,1,3,4,10,En construcción,Ladrillo,Norte,0,1,1,0,0,463.93,79500.0,553300.0,2024-05-07,1
SC-05038,Norte (Radial 26),4,Medio-Alto,-17.734202,-63.179638,5.67,0.47,Oficina,571,321,6,2,2,4,42,Bueno,Ladrillo,Noroeste,0,0,1,0,1,449.78,147500.0,1026600.0,2023-10-24,1
SC-05039,Beni (zona norte),3,Medio-Alto,-17.745666,-63.171908,5.21,1.74,Local Comercial,391,238,6,3,3,1,18,Regular,Ladrillo,Este,0,0,1,0,1,484.64,109700.0,763500.0,2023-05-31,1
SC-05040,El Trompillo,2,Medio-Alto,-17.805605,-63.199152,4.32,8.39,Terreno,237,0,0,0,0,0,0,Regular,Hormigón armado,Sur,0,0,0,0,1,410.05,101100.0,703700.0,2022-11-16,0
SC-05041,Av. Paurito,5,Medio-Bajo,-17.79501,-63.229412,6.34,7.22,Casa,555,266,6,2,3,0,19,Bueno,Mixto,Suroeste,0,0,1,0,0,192.63,49800.0,346600.0,2022-07-28,1
SC-05042,Las Palmas,2,Alto-Medio,-17.760993,-63.186573,2.93,3.44,Departamento,177,161,3,1,1,0,16,Excelente,Adobe,Norte,0,0,0,1,1,714.97,113800.0,792000.0,2023-06-18,1
SC-05043,Los Pozos,3,Medio,-17.801809,-63.154601,4.98,7.97,Casa,1675,688,6,1,3,0,8,Bueno,Mixto,Noreste,0,1,1,0,0,423.53,304700.0,2120700.0,2023-12-23,1
SC-05044,Av. Banzer (norte),4,Medio-Alto,-17.719331,-63.188855,7.79,1.18,Terreno,307,0,0,0,0,0,0,Regular,Hormigón armado,Noroeste,0,0,1,0,1,280.88,88900.0,618700.0,2022-06-01,1
SC-05045,Av. Banzer (norte),4,Medio-Alto,-17.717566,-63.18871,7.97,1.38,Casa,478,360,2,1,2,2,10,En construcción,Ladrillo,Este,0,1,1,0,1,510.33,176600.0,1229100.0,2024-06-11,1
SC-05046,Cotoca (periurbano),6,Bajo,-17.810881,-63.053389,16.69,8.98,Casa,232,119,3,4,2,4,9,Malo,Hormigón armado,Noroeste,0,0,1,0,0,78.99,9200.0,64000.0,2022-09-24,1
SC-05047,Cotoca (periurbano),6,Bajo,-17.818073,-63.060856,16.7,9.78,Departamento,255,247,4,2,1,0,1,Excelente,Mixto,Noroeste,0,0,0,1,0,231.4,57400.0,399500.0,2024-01-04,0
SC-05048,Warnes,6,Bajo,-17.516386,-63.16161,31.75,23.71,Duplex,60,47,3,2,2,3,49,Bueno,Steel frame,Suroeste,0,1,1,0,0,70.49,3200.0,22300.0,2023-10-25,0
SC-05049,Palermo,3,Medio,-17.782736,-63.17271,1.01,5.85,Terreno,126,0,0,0,0,0,0,Bueno,Adobe,Sureste,0,0,1,0,0,199.68,25300.0,176100.0,2023-09-25,1
SC-05050,Equipetrol Sur,3,Alto,-17.769718,-63.184742,1.76,4.41,Terreno,113,0,0,0,0,0,0,Bueno,Hormigón armado,Sur,0,0,0,0,1,692.75,78900.0,549100.0,2023-01-04,1
SC-05051,Los Pozos,3,Medio,-17.788597,-63.170144,1.87,6.5,Departamento,144,129,4,1,1,2,7,Excelente,Ladrillo,Sur,0,0,0,0,0,374.48,50600.0,352200.0,2023-08-12,1
SC-05052,Equipetrol Sur,3,Alto,-17.751998,-63.181863,3.46,2.44,Oficina,192,145,3,1,1,0,3,Regular,Hormigón armado,Noroeste,1,0,0,0,0,887.52,133300.0,927800.0,2023-03-20,1
SC-05053,Palermo,3,Medio,-17.772582,-63.1667,2.77,4.73,Casa,813,371,2,2,2,4,0,Malo,Adobe,Noreste,0,0,1,0,0,266.69,98700.0,687000.0,2023-03-10,0
SC-05054,Av. Cristo Redentor,3,Medio,-17.758417,-63.154985,5.58,3.15,Casa,205,92,5,3,1,3,13,Bueno,Ladrillo,Este,0,0,0,0,0,260.55,23100.0,160800.0,2022-08-31,1
SC-05055,Beni (zona norte),3,Medio-Alto,-17.760712,-63.168092,3.94,3.41,Casa,773,325,2,1,1,0,25,Regular,Steel frame,Este,0,0,1,0,0,491.38,164200.0,1142800.0,2023-02-17,1
SC-05056,Las Palmas,2,Alto-Medio,-17.75013,-63.196693,5.2,2.23,Casa,89,67,3,1,1,2,14,Bueno,Hormigón armado,Sureste,1,1,1,0,0,933.82,60400.0,420400.0,2022-05-15,0
SC-05057,Urbarí,2,Alto,-17.775391,-63.18025,1.03,5.04,Departamento,124,123,2,1,1,1,18,Bueno,Hormigón armado,Este,0,0,0,1,1,793.48,96500.0,671600.0,2023-11-21,1
SC-05058,Warnes,6,Bajo,-17.499901,-63.159438,33.81,25.54,Local Comercial,679,345,4,4,3,4,33,Bueno,Ladrillo,Sur,0,0,1,0,0,179.0,61900.0,430800.0,2023-09-15,1
SC-05059,Av. Banzer (norte),4,Medio-Alto,-17.731285,-63.167925,7.23,0.14,Terreno,733,0,0,0,0,0,0,Bueno,Hormigón armado,Este,0,0,0,0,1,443.62,321100.0,2234900.0,2023-07-21,1
SC-05060,Norte (Radial 26),4,Medio-Alto,-17.734956,-63.158026,7.87,0.55,Casa,170,137,3,4,2,0,19,Bueno,Hormigón armado,Noreste,0,0,1,0,1,399.6,54700.0,380700.0,2022-01-28,0
SC-05061,Plan 3000,4,Bajo,-17.790355,-63.126226,6.71,6.7,Casa,227,100,4,3,1,2,11,Bueno,Mixto,Norte,0,0,1,0,0,202.79,20600.0,143400.0,2024-04-11,1
SC-05062,Los Pozos,3,Medio,-17.795797,-63.178922,1.75,7.3,Casa,235,106,4,1,2,0,43,Excelente,Mixto,Suroeste,0,1,0,0,0,207.18,21000.0,146200.0,2023-06-11,1
SC-05063,Warnes,6,Bajo,-17.512958,-63.176144,30.59,24.09,Departamento,43,40,2,3,1,0,12,En construcción,Mixto,Noreste,0,0,0,0,0,90.69,3600.0,25100.0,2022-12-17,1
SC-05064,Casco Viejo,1,Medio,-17.771757,-63.175866,1.9,4.64,Departamento,121,110,3,1,1,0,14,Bueno,Adobe,Noroeste,0,0,0,1,0,460.96,52400.0,364700.0,2022-07-25,1
SC-05065,Casco Viejo,1,Medio,-17.787333,-63.192641,1.61,6.36,Casa,184,137,5,1,1,3,10,Excelente,Ladrillo,Oeste,0,0,0,0,0,649.21,86600.0,602700.0,2023-03-03,1
SC-05066,El Trompillo,2,Medio-Alto,-17.796529,-63.20245,3.66,7.38,Casa,257,177,6,1,1,4,22,Excelente,Ladrillo,Norte,0,1,1,0,0,794.63,137300.0,955600.0,2023-06-05,0
SC-05067,Villa 1ro de Mayo,4,Bajo,-17.804243,-63.138101,7.0,8.24,Departamento,184,175,4,1,1,1,30,Bueno,Mixto,Noreste,0,0,1,1,0,211.59,36100.0,251300.0,2023-07-22,1
SC-05068,Palermo,3,Medio,-17.785109,-63.189314,1.01,6.12,Departamento,181,158,2,2,1,0,26,Bueno,Hormigón armado,Norte,0,0,1,1,0,258.63,39200.0,272800.0,2022-12-05,1
SC-05069,Av. Cristo Redentor,3,Medio,-17.754847,-63.155695,5.91,2.76,Departamento,96,90,2,1,1,0,17,Bueno,Hormigón armado,Norte,0,0,0,1,0,460.6,40200.0,279800.0,2022-12-02,1
SC-05070,Barrio Sirari,3,Medio-Alto,-17.737403,-63.179337,5.34,0.82,Terreno,136,0,0,0,0,0,0,Bueno,Hormigón armado,Norte,0,0,1,0,1,499.99,70900.0,493500.0,2022-09-06,0
SC-05071,Cotoca (periurbano),6,Bajo,-17.821742,-63.045117,18.77,10.18,Terreno,326,0,0,0,0,0,0,En construcción,Mixto,Sur,0,0,0,0,0,130.58,42000.0,292300.0,2022-01-19,1
SC-05072,Equipetrol Norte,3,Alto,-17.753363,-63.189569,4.09,2.59,Penthouse,38,35,1,2,1,0,25,Regular,Hormigón armado,Suroeste,0,0,1,1,1,1155.44,38700.0,269400.0,2024-02-04,1
SC-05073,Av. Cristo Redentor,3,Medio,-17.758341,-63.178651,3.09,3.15,Departamento,176,173,3,2,1,1,18,Regular,Ladrillo,Noroeste,0,0,0,1,0,285.95,48000.0,334100.0,2024-01-26,0
SC-05074,Plan 3000,4,Bajo,-17.78896,-63.123144,6.88,6.54,Penthouse,64,61,1,2,1,0,9,Regular,Hormigón armado,Oeste,0,0,1,0,0,280.58,17800.0,123900.0,2023-01-31,0
SC-05075,Palermo,3,Medio,-17.773977,-63.180275,1.18,4.88,Duplex,295,184,2,4,2,4,6,Bueno,Ladrillo,Suroeste,0,1,1,0,0,571.53,104100.0,724500.0,2024-01-18,1
SC-05076,El Trompillo,2,Medio-Alto,-17.786218,-63.187991,0.99,6.24,Departamento,125,117,4,1,1,2,20,Malo,Mixto,Sureste,0,0,0,0,1,346.57,40000.0,278400.0,2024-04-26,1
SC-05077,Villa 1ro de Mayo,4,Bajo,-17.802485,-63.154789,5.04,8.05,Oficina,239,97,4,1,3,0,12,Bueno,Hormigón armado,Norte,0,0,0,0,0,254.0,23900.0,166300.0,2023-02-22,1
SC-05078,Las Palmas,2,Alto-Medio,-17.764331,-63.204549,4.46,3.81,Departamento,149,148,4,2,1,2,5,Bueno,Hormigón armado,Norte,0,0,0,0,1,685.96,102100.0,710600.0,2022-07-05,0
SC-05079,Barrio Sirari,3,Medio-Alto,-17.750931,-63.182592,3.62,2.32,Terreno,232,0,0,0,0,0,0,Regular,Ladrillo,Norte,0,0,0,0,1,249.22,60700.0,422500.0,2022-06-30,1
SC-05080,Los Pozos,3,Medio,-17.776153,-63.167016,2.34,5.12,Oficina,270,180,3,1,1,2,4,Bueno,Hormigón armado,Sur,0,0,0,0,0,403.06,71700.0,499000.0,2023-12-18,0
SC-05081,Warnes,6,Bajo,-17.511537,-63.164155,32.02,24.25,Departamento,162,141,2,2,1,2,14,Bueno,Hormigón armado,Oeste,0,0,0,1,0,92.31,13500.0,94000.0,2022-01-18,1
SC-05082,Hamacas,2,Alto-Medio,-17.745817,-63.191599,5.14,1.76,Oficina,294,174,3,4,1,0,2,Malo,Adobe,Suroeste,0,0,0,1,1,461.34,77500.0,539400.0,2022-08-06,1
SC-05083,El Trompillo,2,Medio-Alto,-17.782517,-63.189741,0.87,5.83,Local Comercial,444,180,2,1,3,1,9,Bueno,Mixto,Sureste,0,0,0,0,1,770.93,138500.0,964000.0,2022-12-25,0
SC-05084,El Trompillo,2,Medio-Alto,-17.786975,-63.177985,0.87,6.32,Casa,114,83,2,1,2,2,40,Bueno,Hormigón armado,Sur,0,1,1,0,1,505.41,40600.0,282600.0,2022-03-10,1
SC-05085,Barrio Sirari,3,Medio-Alto,-17.741468,-63.201078,6.63,1.27,Casa,182,104,6,1,3,0,23,Malo,Mixto,Norte,0,1,1,0,0,291.7,31200.0,217200.0,2023-11-12,1
SC-05086,Urbarí,2,Alto,-17.7737,-63.191507,2.04,4.85,Oficina,140,61,4,1,1,1,7,En construcción,Hormigón armado,Suroeste,0,0,0,0,1,518.65,33200.0,231100.0,2024-04-01,1
SC-05087,Av. Cristo Redentor,3,Medio,-17.766746,-63.152143,4.96,4.08,Departamento,113,101,2,3,1,1,0,Regular,Hormigón armado,Sur,0,0,1,1,0,354.36,37200.0,258900.0,2023-09-07,1
SC-05088,Casco Viejo,1,Medio,-17.772952,-63.190354,2.0,4.77,Casa,300,121,2,3,2,4,45,Regular,Hormigón armado,Sureste,0,1,1,0,0,277.83,33800.0,235200.0,2022-03-07,1
SC-05089,Plan 3000,4,Bajo,-17.805676,-63.125843,8.45,8.4,Casa,401,187,4,2,2,0,38,Malo,Adobe,Este,0,0,0,0,0,78.84,15100.0,105100.0,2022-11-05,0
SC-05090,Warnes,6,Bajo,-17.500048,-63.152429,34.53,25.52,Penthouse,180,167,1,2,1,0,5,Regular,Hormigón armado,Noroeste,0,0,1,0,0,143.6,25100.0,174700.0,2022-01-14,0
SC-05091,Los Pozos,3,Medio,-17.796248,-63.15272,4.57,7.35,Departamento,211,193,1,2,1,0,17,Malo,Hormigón armado,Noreste,0,0,0,1,0,226.19,41600.0,289500.0,2024-05-13,1
SC-05092,Norte (Radial 26),4,Medio-Alto,-17.705077,-63.164073,10.54,2.77,Departamento,70,66,3,3,1,1,30,Bueno,Hormigón armado,Suroeste,0,0,0,1,1,499.37,32000.0,222700.0,2022-01-24,1
SC-05093,Warnes,6,Bajo,-17.520156,-63.16305,31.18,23.29,Departamento,102,90,4,1,1,1,29,Regular,Hormigón armado,Norte,0,0,0,0,0,113.32,10400.0,72400.0,2022-10-19,1
SC-05094,Los Pozos,3,Medio,-17.804238,-63.152214,5.51,8.24,Casa,759,324,5,2,3,2,46,Bueno,Ladrillo,Noroeste,0,1,0,0,0,190.11,63100.0,439200.0,2023-09-30,0
SC-05095,Warnes,6,Bajo,-17.5088,-63.181452,30.49,24.55,Casa,237,191,5,4,1,4,27,Bueno,Hormigón armado,Suroeste,0,1,1,0,0,150.11,28000.0,194900.0,2022-12-02,1
SC-05096,Barrio Sirari,3,Medio-Alto,-17.743197,-63.196005,5.9,1.46,Casa,142,112,6,1,2,2,19,Regular,Hormigón armado,Sureste,0,1,1,0,1,315.83,35800.0,249200.0,2022-06-28,1
SC-05097,Hamacas,2,Alto-Medio,-17.761985,-63.196746,3.89,3.55,Local Comercial,387,248,2,1,3,4,14,Regular,Ladrillo,Noreste,0,0,0,0,1,710.86,179200.0,1247200.0,2022-03-23,1
SC-05098,Plan 3000,4,Bajo,-17.785518,-63.129464,5.83,6.16,Casa,357,192,6,2,2,3,29,Bueno,Ladrillo,Sureste,0,0,0,0,0,238.97,44900.0,312500.0,2022-05-01,0
SC-05099,Villa 1ro de Mayo,4,Bajo,-17.801968,-63.138215,6.73,7.99,Casa,159,111,3,1,1,3,15,En construcción,Hormigón armado,Suroeste,0,1,0,0,0,158.92,17600.0,122500.0,2023-11-13,1
SC-05100,Norte (Radial 26),4,Medio-Alto,-17.723044,-63.162077,8.76,0.77,Departamento,103,100,2,1,1,0,18,Regular,Ladrillo,Norte,0,0,1,0,1,381.82,36400.0,253300.0,2024-04-15,0
SC-05101,Norte (Radial 26),4,Medio-Alto,-17.72361,-63.184715,6.88,0.71,Casa,716,290,5,2,3,0,21,Bueno,Hormigón armado,Noroeste,0,1,1,0,1,500.75,140100.0,975100.0,2024-06-05,1
SC-05102,Av. Banzer (norte),4,Medio-Alto,-17.721417,-63.173003,7.79,0.95,Casa,274,138,3,3,3,1,23,Bueno,Hormigón armado,Noreste,0,0,0,0,0,581.45,81300.0,565800.0,2022-01-27,1
SC-05103,Equipetrol Norte,3,Alto,-17.742381,-63.168495,5.94,1.37,Local Comercial,303,130,6,1,1,0,17,Bueno,Steel frame,Oeste,0,0,1,0,0,1154.06,146900.0,1022400.0,2023-05-26,1
SC-05104,Cotoca (periurbano),6,Bajo,-17.810519,-63.062481,15.69,8.94,Casa,450,231,6,1,2,1,14,Regular,Hormigón armado,Sureste,0,0,0,0,0,199.54,45000.0,313200.0,2022-10-16,1
SC-05105,Casco Viejo,1,Medio,-17.796149,-63.185453,1.82,7.34,Departamento,86,83,3,1,1,0,5,En construcción,Mixto,Noreste,0,0,0,0,0,366.27,29200.0,203200.0,2023-12-28,1
SC-05106,Warnes,6,Bajo,-17.512837,-63.177099,30.51,24.11,Oficina,1641,947,5,3,1,3,13,Regular,Hormigón armado,Suroeste,0,0,0,0,0,120.94,111800.0,778100.0,2022-09-20,1
SC-05107,Hamacas,2,Alto-Medio,-17.752383,-63.198365,5.13,2.48,Departamento,159,154,4,3,1,0,4,Excelente,Hormigón armado,Este,1,0,0,0,0,841.7,125000.0,870000.0,2023-02-19,0
SC-05108,Las Palmas,2,Alto-Medio,-17.751926,-63.210769,6.49,2.43,Departamento,116,102,4,3,1,2,15,Regular,Ladrillo,Suroeste,0,0,1,1,1,526.61,54700.0,380700.0,2022-05-25,1
SC-05109,Palermo,3,Medio,-17.790218,-63.174401,1.6,6.68,Departamento,103,102,4,1,1,1,13,Regular,Ladrillo,Noreste,0,0,1,0,0,258.69,26000.0,181000.0,2023-08-27,1
SC-05110,Beni (zona norte),3,Medio-Alto,-17.766798,-63.160539,4.07,4.08,Terreno,331,0,0,0,0,0,0,Excelente,Mixto,Sur,0,0,0,0,1,354.41,118800.0,826800.0,2024-04-05,1
SC-05111,Las Palmas,2,Alto-Medio,-17.765423,-63.207595,4.66,3.93,Penthouse,148,134,3,2,1,2,2,Regular,Hormigón armado,Sureste,1,0,1,0,1,663.84,85500.0,595100.0,2023-01-05,1
SC-05112,Av. Banzer (norte),4,Medio-Alto,-17.728866,-63.19558,7.44,0.13,Departamento,76,74,2,2,1,1,26,Bueno,Hormigón armado,Noroeste,0,0,1,1,0,489.5,35900.0,249900.0,2022-12-16,1
SC-05113,Beni (zona norte),3,Medio-Alto,-17.747026,-63.169222,5.34,1.89,Casa,247,148,4,2,3,3,7,Bueno,Adobe,Oeste,0,0,0,0,0,362.66,51700.0,359800.0,2022-10-04,0
SC-05114,Casco Viejo,1,Medio,-17.782785,-63.183518,0.18,5.86,Casa,381,183,2,2,3,2,33,Regular,Adobe,Norte,0,0,1,0,0,333.72,63800.0,444000.0,2023-06-08,1
SC-05115,Urbarí,2,Alto,-17.778816,-63.184855,0.77,5.42,Casa,258,135,5,4,3,1,43,Bueno,Ladrillo,Oeste,1,1,1,0,0,552.93,74800.0,520600.0,2022-06-15,1
SC-05116,Warnes,6,Bajo,-17.49773,-63.15581,34.43,25.78,Terreno,211,0,0,0,0,0,0,Regular,Hormigón armado,Noreste,0,0,1,0,0,147.93,30700.0,213700.0,2022-08-27,1
SC-05117,Urbarí,2,Alto,-17.778785,-63.184538,0.74,5.42,Casa,223,111,5,2,3,3,38,Excelente,Ladrillo,Oeste,0,1,1,0,1,851.07,96700.0,673000.0,2022-11-14,0
SC-05118,Warnes,6,Bajo,-17.497099,-63.152987,34.8,25.85,Departamento,157,148,4,1,1,0,3,Bueno,Hormigón armado,Noreste,0,0,0,0,0,117.55,17500.0,121800.0,2023-01-08,1
SC-05119,El Trompillo,2,Medio-Alto,-17.791537,-63.183106,1.06,6.83,Local Comercial,238,145,5,1,3,3,8,Bueno,Ladrillo,Sureste,0,0,0,0,1,501.37,75500.0,525500.0,2023-06-27,1
SC-05120,Cotoca (periurbano),6,Bajo,-17.809847,-63.049689,16.96,8.86,Oficina,183,109,5,3,2,4,23,Regular,Mixto,Sur,0,0,0,1,0,135.29,14500.0,100900.0,2023-10-23,1
SC-05121,Palermo,3,Medio,-17.764644,-63.170949,3.21,3.85,Casa,728,307,5,2,2,2,19,Bueno,Hormigón armado,Este,0,1,1,0,0,373.95,111800.0,778100.0,2022-11-03,1
SC-05122,Barrio Sirari,3,Medio-Alto,-17.757971,-63.198406,4.51,3.1,Departamento,119,109,3,1,1,1,10,Regular,Hormigón armado,Oeste,0,0,0,0,0,503.81,52600.0,366100.0,2022-03-08,1
SC-05123,Norte (Radial 26),4,Medio-Alto,-17.723952,-63.182911,6.65,0.67,Casa,204,145,5,2,3,0,44,Bueno,Hormigón armado,Este,0,1,1,0,1,459.06,67100.0,467000.0,2022-07-02,0
SC-05124,Warnes,6,Bajo,-17.498917,-63.165681,33.26,25.65,Duplex,185,94,2,2,2,1,1,Regular,Ladrillo,Noreste,0,1,0,0,0,103.0,9900.0,68900.0,2023-09-12,1
SC-05125,Av. Cristo Redentor,3,Medio,-17.756321,-63.171079,4.12,2.92,Departamento,135,129,4,2,1,1,9,Bueno,Hormigón armado,Noroeste,0,0,0,0,0,298.88,38400.0,267300.0,2024-05-29,1
SC-05126,Av. Cristo Redentor,3,Medio,-17.763043,-63.174282,3.03,3.67,Local Comercial,307,129,6,3,2,3,10,Excelente,Hormigón armado,Este,0,0,1,0,0,349.84,43200.0,300700.0,2023-07-11,1
SC-05127,Warnes,6,Bajo,-17.501939,-63.153352,34.23,25.31,Departamento,84,80,4,3,1,1,18,En construcción,Hormigón armado,Sureste,0,0,0,1,0,85.65,7000.0,48700.0,2022-08-07,0
SC-05128,Las Palmas,2,Alto-Medio,-17.743511,-63.206113,6.93,1.5,Departamento,103,93,1,2,1,2,5,Regular,Hormigón armado,Suroeste,0,0,1,0,0,648.88,61500.0,428000.0,2022-04-29,1
SC-05129,Equipetrol Norte,3,Alto,-17.762996,-63.173717,3.1,3.66,Casa,416,278,2,4,3,4,2,Regular,Ladrillo,Suroeste,1,0,0,0,1,1257.7,350900.0,2442300.0,2023-02-06,1
SC-05130,Av. Paurito,5,Medio-Bajo,-17.794996,-63.231591,6.57,7.21,Casa,170,106,6,2,3,4,6,Regular,Hormigón armado,Noreste,0,1,1,0,0,334.97,37200.0,258900.0,2022-04-30,1
SC-05131,Norte (Radial 26),4,Medio-Alto,-17.731868,-63.182766,5.76,0.21,Terreno,262,0,0,0,0,0,0,Malo,Ladrillo,Sur,0,0,0,0,1,268.72,68200.0,474700.0,2022-03-10,0
SC-05132,Av. Banzer (norte),4,Medio-Alto,-17.73863,-63.176202,5.54,0.96,Oficina,128,69,4,4,2,0,2,Bueno,Hormigón armado,Oeste,0,0,0,0,1,777.12,51200.0,356400.0,2023-06-08,1
SC-05133,Los Pozos,3,Medio,-17.775458,-63.150333,4.18,5.05,Departamento,148,132,4,1,1,2,29,Bueno,Ladrillo,Este,0,0,0,1,0,197.25,25800.0,179600.0,2023-02-07,1
SC-05134,Hamacas,2,Alto-Medio,-17.749502,-63.203894,6.03,2.16,Casa,414,209,4,4,2,4,39,Bueno,Steel frame,Noreste,0,0,1,0,0,572.32,125000.0,870000.0,2022-03-04,1
SC-05135,Equipetrol Norte,3,Alto,-17.769106,-63.191934,2.59,4.34,Departamento,135,122,3,1,1,2,9,Bueno,Hormigón armado,Suroeste,0,0,0,0,1,1135.12,137400.0,956300.0,2022-01-25,1
SC-05136,Los Pozos,3,Medio,-17.776339,-63.165067,2.53,5.14,Departamento,131,114,2,3,1,2,15,Bueno,Ladrillo,Sur,0,0,1,0,0,312.71,33900.0,235900.0,2022-06-07,0
SC-05137,Av. Banzer (norte),4,Medio-Alto,-17.743958,-63.171746,5.42,1.55,Casa,238,179,2,4,2,0,41,Bueno,Hormigón armado,Noreste,0,1,0,0,1,441.73,83000.0,577700.0,2022-08-06,1
SC-05138,Hamacas,2,Alto-Medio,-17.736036,-63.192865,6.36,0.67,Departamento,186,180,1,3,1,0,20,Malo,Hormigón armado,Suroeste,1,0,0,1,1,354.63,63000.0,438500.0,2022-06-26,0
SC-05139,Las Palmas,2,Alto-Medio,-17.749361,-63.199232,5.56,2.15,Departamento,186,185,4,1,1,0,16,Bueno,Mixto,Oeste,0,0,0,0,1,455.36,80200.0,558200.0,2022-07-04,1
SC-05140,Sur (Doble Vía La Guardia),4,Medio,-17.810846,-63.18117,3.18,8.97,Casa,344,147,2,4,3,4,22,Regular,Hormigón armado,Suroeste,0,1,1,0,0,233.59,33400.0,232500.0,2022-08-13,1
SC-05141,Palermo,3,Medio,-17.786547,-63.192719,1.53,6.28,Departamento,110,109,1,3,1,2,25,Regular,Steel frame,Este,0,0,1,0,0,180.02,19600.0,136400.0,2022-10-23,1
SC-05142,Beni (zona norte),3,Medio-Alto,-17.762936,-63.17261,3.22,3.66,Casa,138,87,2,2,3,1,27,Bueno,Ladrillo,Oeste,0,1,1,0,1,455.07,39200.0,272800.0,2022-06-02,1
SC-05143,Norte (Radial 26),4,Medio-Alto,-17.708287,-63.170938,9.46,2.41,Departamento,174,164,3,3,1,0,17,Regular,Hormigón armado,Suroeste,0,0,1,0,1,258.07,42300.0,294400.0,2023-07-01,1
SC-05144,Equipetrol Sur,3,Alto,-17.75571,-63.190611,3.94,2.85,Local Comercial,433,298,4,3,3,2,38,En construcción,Adobe,Suroeste,1,0,1,0,1,421.77,131300.0,913800.0,2022-08-16,1
SC-05145,Cotoca (periurbano),6,Bajo,-17.811108,-63.066803,15.3,9.0,Casa,318,222,3,2,2,1,34,Bueno,Ladrillo,Oeste,0,1,1,0,0,159.06,36100.0,251300.0,2023-05-20,1
SC-05146,Equipetrol Sur,3,Alto,-17.753537,-63.183329,3.41,2.61,Duplex,209,140,3,1,1,2,24,Malo,Ladrillo,Sureste,1,1,1,0,1,731.38,102600.0,714100.0,2023-04-01,0
SC-05147,Palermo,3,Medio,-17.768332,-63.1875,2.21,4.25,Casa,119,60,5,1,2,2,5,Bueno,Adobe,Oeste,0,0,0,0,0,459.36,27600.0,192100.0,2022-08-26,1
SC-05148,Las Palmas,2,Alto-Medio,-17.756805,-63.186088,3.34,2.98,Departamento,107,102,3,2,1,0,0,Excelente,Ladrillo,Noreste,1,0,1,1,0,972.06,96600.0,672300.0,2022-03-27,1
SC-05149,Hamacas,2,Alto-Medio,-17.758734,-63.192409,3.79,3.19,Casa,451,211,3,1,3,1,40,Regular,Steel frame,Este,1,1,1,0,1,532.25,113300.0,788600.0,2023-10-08,1
SC-05150,Av. Paurito,5,Medio-Bajo,-17.808079,-63.216284,6.41,8.67,Duplex,269,176,5,4,3,3,35,Bueno,Ladrillo,Sureste,0,1,0,0,0,304.12,52300.0,364000.0,2024-04-06,1
SC-05151,Av. Paurito,5,Medio-Bajo,-17.81062,-63.221043,7.19,8.95,Departamento,95,93,2,3,1,2,23,En construcción,Ladrillo,Sur,0,0,0,0,0,196.76,18300.0,127400.0,2023-08-13,1
SC-05152,Av. Cristo Redentor,3,Medio,-17.773139,-63.178607,1.45,4.79,Casa,252,165,2,1,1,4,8,Regular,Ladrillo,Oeste,0,0,0,0,0,283.46,48900.0,340300.0,2022-11-24,1
SC-05153,Av. Cristo Redentor,3,Medio,-17.767954,-63.167961,3.15,4.21,Casa,288,124,5,3,1,4,8,Malo,Ladrillo,Oeste,0,0,1,0,0,250.56,31300.0,217800.0,2024-06-12,1
SC-05154,Urbarí,2,Alto,-17.784363,-63.185569,0.53,6.03,Terreno,99,0,0,0,0,0,0,Excelente,Hormigón armado,Noroeste,1,0,0,0,0,707.74,69900.0,486500.0,2024-03-10,1
SC-05155,Las Palmas,2,Alto-Medio,-17.747934,-63.211059,6.96,1.99,Departamento,115,106,4,3,1,0,2,Excelente,Hormigón armado,Sur,0,0,0,1,0,896.38,94200.0,655600.0,2024-02-06,1
SC-05156,Palermo,3,Medio,-17.766317,-63.175613,2.53,4.03,Terreno,134,0,0,0,0,0,0,Malo,Mixto,Este,0,0,1,0,0,195.61,27100.0,188600.0,2022-07-16,1
SC-05157,Los Pozos,3,Medio,-17.776425,-63.153086,3.79,5.15,Local Comercial,173,105,6,4,3,3,9,Excelente,Hormigón armado,Noreste,0,0,1,0,0,462.65,47100.0,327800.0,2023-04-12,1
